Label,ID,,,,Latitude,Longitude,,,,School Metro,,,School Charter,School Magnet,School Year Round,School Nlns,School Kipp,School Charter Ready Promise,Teacher Prefix,Teach For America,Teacher NY Teaching Fellow,Primary Focus Subject,Primary Focus Area,Secondary Focus Subject,Secondary Focus Area,Resource Type,Poverty Level,Grade Level,,Total Price,Total Price Plus Opt,Students Reached,Eligible For Double Your Impact,Eligible Almost Home Match,Date Posted,,,Is Fully Funded,ID
1,0.0,0.0,0.0,0.0,41.933783,-87.656089,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,4.0,2.0,15.0,2.0,2.0,3.0,3.0,0.0,3291.13,3871.92,400.0,-1.0,-1.0,4359.0,0.0,0.0,0.0,#253da59ef3bd56ac8baea570ef035e4f
1,0.0,0.0,0.0,0.0,32.660327,-85.384237,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,0.0,0.0,3.0,4.0,3.0,0.0,642.26,755.6,110.0,-1.0,-1.0,5100.0,0.0,0.0,0.0,#253de99c21be0d870ca4d48fd6d48fd5
1,0.0,0.0,0.0,0.0,40.821729,-73.916974,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,24.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,227.55,277.5,20.0,-1.0,-1.0,2514.0,0.0,0.0,0.0,#253deb6433d7ebde0e9001e0dd31fdbb
1,0.0,0.0,0.0,0.0,42.061251,-88.126891,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,0.0,0.0,3.0,2.0,2.0,0.0,465.04,547.11,20.0,-1.0,-1.0,4449.0,0.0,0.0,0.0,#253e25af777014d276604dca7d20bd86
-1,0.0,0.0,0.0,0.0,35.998879,-96.098659,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,6.0,4.0,0.0,0.0,3.0,4.0,4.0,0.0,849.56,1036.05,350.0,1.0,-1.0,3644.0,0.0,0.0,0.0,#253e31f2e6afa550ff3e44105f8d5bcd
1,0.0,0.0,0.0,0.0,40.706933,-74.350539,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,8.0,3.0,3.0,2.0,1.0,0.0,258.34,303.93,14.0,-1.0,-1.0,5070.0,0.0,0.0,0.0,#253e326b02d751588f4779dc326e035c
1,0.0,0.0,0.0,0.0,40.019407,-75.119488,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,233.54,274.75,30.0,-1.0,1.0,3876.0,0.0,0.0,0.0,#253e352eb2933ad054d3b6b4da5d240f
1,0.0,0.0,0.0,0.0,47.546677,-122.282089,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,25.0,6.0,1.0,4.0,3.0,0.0,2473.68,2910.21,30.0,-1.0,-1.0,4564.0,0.0,0.0,0.0,#253e563ca38a0934d2326e59f7354b57
1,0.0,0.0,0.0,0.0,47.421528,-122.208611,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,12.0,3.0,0.0,0.0,2.0,3.0,2.0,0.0,977.15,1149.59,35.0,1.0,-1.0,3989.0,0.0,0.0,0.0,#253e7570962d6df6bae474331f3abe68
-1,0.0,0.0,0.0,0.0,41.72035,-87.657479,0.0,0.0,0.0,3.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,6.0,4.0,2.0,4.0,1.0,0.0,473.29,544.01,28.0,-1.0,-1.0,3818.0,0.0,0.0,0.0,#253ea1f74eeddd66ada57be5b2253a4c
1,0.0,0.0,0.0,0.0,40.745103,-73.936659,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,6.0,4.0,1.0,4.0,2.0,3.0,4.0,0.0,428.04,522.0,400.0,1.0,1.0,3713.0,0.0,0.0,0.0,#253ed7c06dc3674b3581ec6a1fe2f35f
1,0.0,0.0,0.0,0.0,33.994843,-118.257141,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,0.0,0.0,6.0,3.0,1.0,0.0,127.96,156.05,22.0,-1.0,-1.0,3738.0,0.0,0.0,0.0,#253ef8d92ae738f349d35a8982c6583a
1,0.0,0.0,0.0,0.0,41.87863,-87.766217,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,16.0,5.0,17.0,6.0,3.0,4.0,2.0,0.0,648.24,762.64,40.0,-1.0,-1.0,4970.0,0.0,0.0,0.0,#253efdcb11a6a8d759c6c53629378691
1,0.0,0.0,0.0,0.0,40.666329,-73.876363,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,350.55,427.5,59.0,-1.0,-1.0,2058.0,0.0,0.0,0.0,#253f061c52e475a922ba2f3bd7277b1e
1,0.0,0.0,0.0,0.0,34.252571,-118.476763,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,25.0,6.0,17.0,6.0,1.0,3.0,2.0,0.0,384.7,452.59,34.0,1.0,-1.0,4339.0,0.0,0.0,0.0,#253f078e079c58328ae6d1df0ef0d167
1,0.0,0.0,0.0,0.0,40.844268,-73.913469,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,25.0,6.0,17.0,6.0,1.0,4.0,1.0,0.0,253.0,308.54,0.0,-1.0,-1.0,1181.0,0.0,0.0,0.0,#253f0b707ef1a237e3fa91ea03e732f3
-1,0.0,0.0,0.0,0.0,34.084302,-81.184134,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,339.15,399.0,40.0,1.0,1.0,4072.0,0.0,0.0,0.0,#253f4f61b814bcba8f851c7af6a007b7
1,0.0,0.0,0.0,0.0,37.773456,-122.290179,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,25.0,6.0,1.0,3.0,4.0,0.0,163.27,192.08,15.0,-1.0,-1.0,4851.0,0.0,0.0,0.0,#253f6723c4ce12a296e881abbbd46d4a
-1,0.0,0.0,0.0,0.0,41.775306,-87.66916,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,0.0,0.0,1.0,4.0,4.0,0.0,1115.2,1360.0,120.0,-1.0,-1.0,1909.0,0.0,0.0,0.0,#253f77ffcca7de1ec7a95e747f9047d1
1,0.0,0.0,0.0,0.0,30.379337,-90.041524,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,26.0,1.0,7.0,7.0,3.0,2.0,1.0,0.0,667.56,785.36,6.0,-1.0,-1.0,4991.0,0.0,0.0,0.0,#253f90a4b0fe8f6f3d5d880eca3ed10d
1,0.0,0.0,0.0,0.0,33.967031,-118.177559,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,360.91,424.6,65.0,1.0,-1.0,4410.0,0.0,0.0,0.0,#253f97151cf87a465d24f37e76c8852f
1,0.0,0.0,0.0,0.0,42.32082,-122.839211,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,17.0,6.0,8.0,3.0,3.0,2.0,1.0,0.0,776.77,913.85,23.0,-1.0,-1.0,3914.0,0.0,0.0,0.0,#253f97c62e1ad9674134364bc905ca0a
1,0.0,0.0,0.0,0.0,32.736869,-117.121949,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,23.0,6.0,2.0,3.0,1.0,0.0,172.74,203.22,30.0,1.0,-1.0,4597.0,0.0,0.0,0.0,#253fd44086dad944b2a84f97ae72e227
-1,0.0,0.0,0.0,0.0,40.677094,-74.011856,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,25.0,6.0,3.0,4.0,1.0,0.0,1111.1,1355.0,23.0,-1.0,-1.0,1780.0,0.0,0.0,0.0,#253fe1765bcecdd81f42dafeb12db02f
1,0.0,0.0,0.0,0.0,38.279346,-95.286583,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,16.0,5.0,2.0,3.0,3.0,3.0,2.0,0.0,806.83,949.21,73.0,-1.0,-1.0,3894.0,0.0,0.0,0.0,#253fe290324b64429e6618f6b8c4290d
1,0.0,0.0,0.0,0.0,47.513105,-122.342571,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,12.0,3.0,24.0,4.0,2.0,4.0,3.0,0.0,315.65,371.35,81.0,-1.0,-1.0,4331.0,0.0,0.0,0.0,#25400eb4ba2f55cfef15889e25caed46
1,0.0,0.0,0.0,0.0,39.060442,-84.503357,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,22.0,7.0,21.0,6.0,2.0,4.0,4.0,0.0,433.54,510.05,100.0,-1.0,-1.0,4893.0,0.0,0.0,0.0,#2540224e5506436ff5e9a3ef2ad09170
-1,0.0,0.0,0.0,0.0,37.480055,-77.510544,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,8.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,802.68,944.33,93.0,-1.0,-1.0,4041.0,0.0,0.0,0.0,#25402ed3ab2245ddab33e30c51c95573
1,0.0,0.0,0.0,0.0,34.169146,-118.128515,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,0.0,0.0,6.0,4.0,1.0,0.0,459.23,540.27,28.0,1.0,-1.0,4202.0,0.0,0.0,0.0,#254032d6943759100e2177312a61f069
1,0.0,0.0,0.0,0.0,45.193703,-69.226021,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,10.0,5.0,17.0,6.0,2.0,3.0,2.0,0.0,361.57,425.38,45.0,-1.0,-1.0,4990.0,0.0,0.0,0.0,#25404a6dca47e79c6907e7b161c2ac42
1,0.0,0.0,0.0,0.0,37.273806,-76.704328,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,6.0,4.0,10.0,5.0,2.0,2.0,2.0,0.0,423.27,497.96,31.0,-1.0,-1.0,5005.0,0.0,0.0,0.0,#25407a6c19c4b87598180768a511e51c
-1,0.0,0.0,0.0,0.0,34.260895,-118.525383,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,16.0,5.0,18.0,5.0,2.0,2.0,4.0,0.0,516.83,608.04,200.0,-1.0,-1.0,4418.0,0.0,0.0,0.0,#2540b0963a397116c347f3f6f75469b3
1,0.0,0.0,0.0,0.0,47.552299,-122.314522,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,8.0,3.0,0.0,0.0,3.0,4.0,4.0,0.0,437.25,514.41,6.0,1.0,-1.0,4290.0,0.0,0.0,0.0,#2540b7930b3e865e0f8ab1c5ab0247cf
1,0.0,0.0,0.0,0.0,37.043714,-95.647531,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,290.0,353.66,18.0,-1.0,-1.0,3402.0,0.0,0.0,0.0,#2540dac48c7120f79e483e5ecc4c142a
-1,0.0,0.0,0.0,0.0,35.519666,-98.975886,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,8.0,3.0,2.0,3.0,3.0,4.0,2.0,0.0,685.5,835.98,40.0,-1.0,-1.0,3540.0,0.0,0.0,0.0,#2540e20220184e7ae3fbc4c382031f03
1,0.0,0.0,0.0,0.0,37.3442,-121.840408,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,25.0,6.0,0.0,0.0,1.0,4.0,2.0,0.0,460.23,561.26,30.0,-1.0,-1.0,2385.0,0.0,0.0,0.0,#2540e3aa876f0aecc463a8d15d4fb139
1,0.0,0.0,0.0,0.0,30.307267,-81.719492,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,0.0,0.0,6.0,4.0,1.0,0.0,342.94,418.22,18.0,-1.0,1.0,3700.0,0.0,0.0,0.0,#2540f1a5723d78f11029ddc2a526d21b
-1,0.0,0.0,0.0,0.0,35.437753,-97.404597,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,16.0,5.0,27.0,5.0,3.0,4.0,4.0,0.0,109.62,133.68,24.0,-1.0,-1.0,3422.0,0.0,0.0,0.0,#2540f28da33baa21c54adc39c4112ad5
1,0.0,0.0,0.0,0.0,29.930445,-90.094166,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,2.0,3.0,16.0,5.0,2.0,4.0,4.0,0.0,560.0,682.93,50.0,1.0,-1.0,3369.0,0.0,0.0,0.0,#2540f8194f17a541fa7ae60fda49b36d
1,0.0,0.0,0.0,0.0,45.611588,-123.112801,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,8.0,3.0,26.0,1.0,2.0,2.0,2.0,0.0,253.66,298.42,30.0,-1.0,-1.0,5075.0,0.0,0.0,0.0,#2540fa588066813e5ca1ce6e5425aabc
1,0.0,0.0,0.0,0.0,32.701017,-117.132305,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,25.0,6.0,2.0,4.0,2.0,0.0,149.0,181.71,22.0,-1.0,-1.0,3144.0,0.0,0.0,0.0,#2540fb924953581802786e0751218b5e
1,0.0,0.0,0.0,0.0,38.909915,-76.9223,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,25.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,161.91,190.48,18.0,-1.0,-1.0,4869.0,0.0,0.0,0.0,#25410fc89ed2dbae13b2b869a1f592a5
1,0.0,0.0,0.0,0.0,29.508408,-82.285987,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,392.63,461.92,65.0,1.0,-1.0,5083.0,0.0,0.0,0.0,#2541264af9efc337982f9e78f9bd926d
-1,0.0,0.0,0.0,0.0,34.854114,-90.289848,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,0.0,0.0,6.0,4.0,1.0,0.0,456.36,536.89,20.0,1.0,-1.0,4249.0,0.0,0.0,0.0,#25413a562a37f81b29aa389336b8efd7
-1,0.0,0.0,0.0,0.0,41.172589,-112.02879,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,17.0,6.0,25.0,6.0,1.0,3.0,2.0,0.0,346.35,422.38,25.0,1.0,-1.0,3535.0,0.0,0.0,0.0,#2541757247971e9b01060ea7df575ead
1,0.0,0.0,0.0,0.0,30.375412,-89.434722,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,25.0,6.0,24.0,4.0,1.0,4.0,4.0,0.0,377.86,460.8,180.0,-1.0,-1.0,3819.0,0.0,0.0,0.0,#2541b7eda9378fc80313ea0fe284ca72
1,0.0,0.0,0.0,0.0,32.556587,-84.974879,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,8.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,843.92,992.85,32.0,-1.0,1.0,5064.0,0.0,0.0,0.0,#2541e160ce8b45d75cab82138b2d9ff8
-1,0.0,0.0,0.0,0.0,30.356319,-90.058121,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,5.0,7.0,16.0,5.0,2.0,2.0,2.0,0.0,1449.35,1767.5,24.0,-1.0,-1.0,2331.0,0.0,0.0,0.0,#2541f4e54ed60ea30f08564e03c9eca7
1,0.0,0.0,0.0,0.0,39.394112,-76.465468,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,4.0,22.0,7.0,3.0,3.0,4.0,0.0,292.99,344.69,999.0,-1.0,-1.0,4258.0,0.0,0.0,0.0,#2542a9bc44af08c43c79dae2eb141db1
1,0.0,0.0,0.0,0.0,34.909803,-114.600723,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,0.0,0.0,3.0,4.0,2.0,0.0,476.15,560.18,26.0,1.0,-1.0,4592.0,0.0,0.0,0.0,#2542b1363203855680026a4bf7416e32
1,0.0,0.0,0.0,0.0,35.703457,-89.974868,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,22.0,7.0,12.0,3.0,2.0,4.0,3.0,0.0,353.69,431.33,50.0,1.0,-1.0,3662.0,0.0,0.0,0.0,#2542d18172c19b85fd6f022ef62cf4a1
-1,0.0,0.0,0.0,0.0,35.577019,-82.600647,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,10.0,5.0,3.0,3.0,4.0,3.0,2.0,0.0,6752.0,8234.15,9.0,-1.0,-1.0,2336.0,0.0,0.0,0.0,#2543208273d57263749e8e2dcef9b922
1,0.0,0.0,0.0,0.0,29.426246,-98.572665,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3.0,3.0,8.0,3.0,2.0,1.0,2.0,0.0,261.4,307.53,24.0,-1.0,-1.0,4453.0,0.0,0.0,0.0,#254351b6e124e0905d02070e87921de3
1,0.0,0.0,0.0,0.0,36.201925,-115.095976,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,24.0,4.0,7.0,7.0,2.0,4.0,1.0,0.0,204.71,240.84,45.0,1.0,-1.0,4084.0,0.0,0.0,0.0,#254359601e801e729e046e2712062478
1,0.0,0.0,0.0,0.0,41.930706,-87.696202,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,10.0,5.0,1.0,4.0,2.0,0.0,679.52,799.44,26.0,-1.0,-1.0,5086.0,0.0,0.0,0.0,#25436986142454672ce30b222bd7ad26
1,0.0,0.0,0.0,0.0,47.621905,-122.34828,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,3.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0,333.94,392.87,65.0,1.0,-1.0,4292.0,0.0,0.0,0.0,#2543a6dd951e356996de95ddccc51614
-1,0.0,0.0,0.0,0.0,36.158135,-96.038959,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,8.0,3.0,24.0,4.0,2.0,4.0,1.0,0.0,906.8,1066.82,20.0,-1.0,-1.0,4742.0,0.0,0.0,0.0,#2543cdc384d7820d16031426e58ead5d
1,0.0,0.0,0.0,0.0,40.832143,-73.917686,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,6.0,4.0,6.0,4.0,2.0,4.0,1.0,0.0,142.68,174.0,250.0,-1.0,-1.0,3622.0,0.0,0.0,0.0,#2543e0848428e2a659d311d048757a09
1,0.0,0.0,0.0,0.0,36.159867,-86.831352,0.0,0.0,0.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,17.0,6.0,26.0,1.0,1.0,4.0,1.0,0.0,340.0,414.63,20.0,-1.0,-1.0,3407.0,0.0,0.0,0.0,#2543ea85ca21d5072f053d4eab969213
1,0.0,0.0,0.0,0.0,37.544106,-94.689285,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,25.0,6.0,0.0,0.0,1.0,4.0,4.0,0.0,224.85,264.53,45.0,-1.0,-1.0,4239.0,0.0,0.0,0.0,#2543f433163f69cbd51d8b59d99af98d
