actual,assigned
-1.0,0.44151378
1.0,-1.2098218
1.0,-0.94139833
1.0,-0.048705076
1.0,-1.4991643
1.0,-1.464978
-1.0,-0.10346848
1.0,-0.53237951
1.0,-1.1221781
1.0,0.84742431
-1.0,-0.30217951
1.0,-0.78727449
1.0,-0.33551895
1.0,0.40583032
-1.0,-0.14167032
-1.0,-1.1579524
1.0,-0.7400976
1.0,0.030403018
1.0,-1.4896805
-1.0,-0.03817268
1.0,-0.86425704
-1.0,-1.2182246
1.0,-1.0030413
1.0,0.92460001
1.0,-1.1857413
1.0,-1.0843428
1.0,-1.446732
-1.0,-0.46533362
-1.0,-0.69936408
-1.0,0.10590821
-1.0,0.40553612
-1.0,0.61934312
1.0,-1.6585301
-1.0,-1.1663884
1.0,-1.4687808
1.0,-0.81972809
-1.0,-0.85591944
-1.0,0.87654829
1.0,0.25636032
1.0,-0.81290202
-1.0,1.0849389
1.0,-1.3563614
1.0,-0.89360178
1.0,-0.6099598
1.0,0.92770992
1.0,-0.20311513
1.0,-1.2419584
-1.0,-0.1885644
1.0,0.63331068
1.0,-0.031550776
1.0,-0.86941015
1.0,0.14712166
1.0,0.41919336
1.0,-1.2664246
1.0,-2.3944786
-1.0,-0.95481629
1.0,-1.0431179
-1.0,-0.86923566
-1.0,-1.1928699
1.0,-0.56879883
1.0,-0.60029992
1.0,-0.33310087
1.0,-0.52909644
1.0,-0.31810796
-1.0,0.58733607
-1.0,-0.9519356
1.0,-0.52053473
1.0,0.605623
1.0,-0.93560136
-1.0,-1.3703661
-1.0,-0.68218009
-1.0,-0.37601129
1.0,-1.2047906
1.0,0.65920615
-1.0,-0.075843568
1.0,-0.37097309
1.0,0.097050069
1.0,0.36610685
1.0,-0.07238048
-1.0,-0.19479244
-1.0,-0.53043663
-1.0,0.12335263
1.0,0.057571614
1.0,-1.6694106
-1.0,0.40345887
1.0,-0.76445143
1.0,-1.0036524
1.0,-1.2005094
1.0,-0.84223558
-1.0,-0.08722196
1.0,-2.8936891
1.0,0.21835697
-1.0,-0.60718325
1.0,-0.96157354
-1.0,-0.18225749
1.0,-0.78364505
1.0,-0.6265853
-1.0,-1.6486765
1.0,0.0061825325
-1.0,0.42448809
-1.0,-0.37298767
-1.0,0.63830776
-1.0,-0.9795221
1.0,0.53831783
1.0,-0.11966698
1.0,-1.4162958
1.0,0.4977573
-1.0,-1.4280948
-1.0,0.32143534
1.0,-0.25696436
1.0,0.10459619
-1.0,-1.2964647
1.0,-1.2139194
-1.0,-0.065666869
1.0,-0.91815556
-1.0,0.23004347
-1.0,-1.4273515
1.0,-1.0264645
1.0,0.80188956
-1.0,-0.22309141
1.0,-1.0585392
1.0,-0.068552915
1.0,-1.0552462
1.0,-1.5999661
1.0,0.34420158
1.0,-0.17279917
1.0,-0.033209514
-1.0,-0.38344961
1.0,-0.69515075
-1.0,-0.64792185
-1.0,0.11211717
-1.0,-0.74304291
-1.0,1.1241481
1.0,-0.85752726
1.0,-0.45805213
-1.0,0.099214383
1.0,-0.73835431
-1.0,0.8032155
1.0,-1.1452441
1.0,-0.30197701
1.0,-1.2540872
1.0,-0.53097043
-1.0,-0.16174038
1.0,-0.24714558
1.0,0.60931014
1.0,0.85858557
-1.0,-0.77811575
-1.0,-0.35835807
1.0,0.53558464
1.0,-0.88642218
-1.0,-1.0270117
1.0,0.85806051
1.0,0.12894202
-1.0,1.2690195
1.0,-0.40904365
1.0,0.39421778
1.0,-0.38364189
1.0,-0.2428494
-1.0,-0.72311833
1.0,0.3702271
1.0,-0.35123355
1.0,-0.4095052
1.0,0.35230989
-1.0,-1.0059344
1.0,-1.5570455
-1.0,0.43883015
-1.0,0.018561145
1.0,-0.14561185
1.0,-2.7033869
1.0,3.5562265
1.0,-0.65459139
1.0,0.38421253
1.0,0.068392446
1.0,-0.96530385
-1.0,-0.82435276
1.0,-0.0096741614
1.0,1.1743571
1.0,-1.33364
-1.0,-1.3841792
1.0,0.70087933
1.0,-1.3622214
1.0,-0.54757167
-1.0,-0.28829248
1.0,0.23564801
1.0,0.13780073
1.0,0.75972941
-1.0,0.91672241
-1.0,0.86366821
1.0,-0.88519728
1.0,-1.0263554
-1.0,0.57916464
1.0,-1.1314942
1.0,-1.1052807
1.0,0.67181369
1.0,0.76917077
1.0,-1.1105636
-1.0,-0.2337657
1.0,0.52515035
-1.0,-1.0161607
1.0,-0.44498967
1.0,-1.032177
-1.0,-0.47267665
1.0,-1.3211844
1.0,-0.12453433
-1.0,-1.3403611
-1.0,0.1612767
1.0,-0.80652079
-1.0,-0.58878841
1.0,-0.15302461
1.0,-0.15557556
-1.0,-0.12808566
1.0,1.1647518
1.0,-1.2435779
1.0,0.46307099
1.0,-0.09641045
1.0,0.66049501
1.0,0.26060394
1.0,-0.50684493
-1.0,-0.67212425
1.0,-0.91384352
1.0,-0.2105659
1.0,0.92746135
1.0,0.53884768
1.0,-0.16355784
-1.0,-0.25060437
1.0,0.7261298
-1.0,-1.491334
1.0,0.082921939
1.0,0.5563728
1.0,-0.48379306
1.0,0.28901544
1.0,1.0357951
1.0,-1.1374804
1.0,-1.2973121
1.0,0.78929232
1.0,-1.2595305
1.0,1.1468032
-1.0,-1.2852494
1.0,-1.1274524
-1.0,-1.6826688
-1.0,-0.27408575
1.0,0.44859116
-1.0,-1.4430689
1.0,-0.24057596
1.0,-1.143882
1.0,-2.0704976
-1.0,0.88629231
1.0,-0.68632771
-1.0,0.17577064
-1.0,-0.12848414
-1.0,-0.85635695
1.0,-0.37955005
1.0,-0.21359644
1.0,0.44453643
-1.0,-0.43484694
1.0,-0.33009419
1.0,-1.5681357
-1.0,-1.3072754
1.0,-0.79935837
1.0,-0.27741572
-1.0,-0.30708007
1.0,-0.49250924
1.0,0.13253115
1.0,0.50741285
-1.0,0.3608525
1.0,0.10477585
1.0,-0.18906545
-1.0,-1.4807208
1.0,-1.1946984
1.0,0.2846317
-1.0,-0.44327967
-1.0,-0.24339861
1.0,-0.70920204
1.0,-2.3278405
1.0,0.32711857
1.0,-1.0788969
1.0,-1.7647621
-1.0,-1.0511046
1.0,-0.50870229
1.0,0.38232414
1.0,-1.5603888
-1.0,-0.69474655
1.0,-1.4370948
-1.0,-0.18389786
1.0,-1.3225409
1.0,-0.23124042
1.0,-1.1800429
1.0,-1.2604303
-1.0,-1.46285
1.0,-1.3763851
-1.0,-0.60141523
-1.0,0.76073123
1.0,1.4663958
1.0,-0.40228382
1.0,0.31787929
1.0,-0.61086146
1.0,-0.63341319
-1.0,0.50225793
1.0,0.64057374
-1.0,0.37454964
1.0,-0.89210139
1.0,0.94345437
-1.0,-1.0141737
-1.0,-0.78676184
1.0,-1.8345057
-1.0,-1.7422202
1.0,-1.185211
1.0,-0.98728452
-1.0,0.74496354
-1.0,-0.70125298
1.0,-1.1623661
-1.0,-0.7455418
1.0,-1.2920192
1.0,0.082427478
1.0,1.5457071
1.0,-0.87754388
1.0,-1.0527909
1.0,0.80082667
-1.0,-0.75931695
1.0,0.059344939
1.0,-0.44898946
1.0,-0.74912022
1.0,0.49253617
1.0,-0.35128589
1.0,-1.1282641
1.0,-0.45049842
-1.0,0.71790535
1.0,-0.60031071
1.0,-0.79546996
1.0,-0.28906746
1.0,-1.1318433
1.0,-0.68743955
1.0,-1.0798382
1.0,1.0045178
-1.0,0.24896251
-1.0,0.034302813
-1.0,-1.2855786
1.0,-0.47167807
-1.0,-1.5644693
1.0,-0.44089872
-1.0,-0.16858269
1.0,-1.1278058
1.0,-0.62017522
1.0,-0.83766171
1.0,-0.77572499
1.0,0.80972561
1.0,-1.5975058
1.0,0.39371082
1.0,-2.3111392
1.0,-0.36902202
-1.0,0.12536689
1.0,-0.73860112
-1.0,-1.0906144
-1.0,-0.14923001
1.0,-1.4879619
-1.0,0.45571301
1.0,0.95691484
1.0,-0.70862075
1.0,0.53247232
1.0,0.12134581
1.0,0.52602651
1.0,0.39046619
1.0,-0.58499313
1.0,1.0155298
1.0,-1.1232339
1.0,-0.47322175
1.0,-1.1188128
1.0,-0.7465926
1.0,-0.77937472
1.0,0.12312825
1.0,-0.46082803
1.0,0.13354947
1.0,-1.1759644
1.0,-1.3720681
-1.0,-0.34281305
1.0,0.5989145
1.0,-0.35043598
-1.0,0.014922345
1.0,1.3609002
-1.0,-1.3917692
-1.0,0.069943305
-1.0,-0.18379413
1.0,-1.0597797
-1.0,0.5354473
-1.0,-0.36562753
-1.0,-0.66715209
1.0,-0.37692709
-1.0,-1.3797453
-1.0,0.84332855
1.0,0.41642511
1.0,0.56994779
1.0,-0.58660581
-1.0,-0.34120678
1.0,-0.37747057
-1.0,-1.4124512
1.0,-0.099331809
1.0,0.71898942
1.0,-0.063809282
-1.0,-0.29345409
1.0,-0.22313343
-1.0,0.51033223
1.0,-1.2119438
1.0,-1.2908028
-1.0,0.87123989
1.0,0.45648182
1.0,-0.72688069
-1.0,-1.2166706
-1.0,-0.72144506
-1.0,1.1011778
-1.0,0.061488866
-1.0,-1.1658899
1.0,1.2330334
1.0,0.6735827
-1.0,1.8326674
-1.0,-1.5989806
1.0,-1.3045328
1.0,-0.56895013
-1.0,-0.59859513
1.0,0.2792104
-1.0,0.4404125
1.0,-0.654989
1.0,-0.95313977
-1.0,-1.0394951
1.0,-0.66852337
1.0,-0.47175883
1.0,-0.66180362
1.0,-0.55994177
-1.0,-0.39349807
-1.0,-0.074017255
-1.0,-0.46829989
1.0,0.998957
1.0,0.8912622
1.0,0.75348165
1.0,-0.46268511
1.0,-1.088042
1.0,0.29287161
1.0,-2.6389362
-1.0,-1.1530808
1.0,-1.044
1.0,-0.96412627
1.0,-0.15554747
-1.0,-1.4114847
1.0,-0.86125012
1.0,-0.59606133
-1.0,-1.3017212
1.0,0.36109375
-1.0,-0.81117761
1.0,-1.6752699
1.0,-0.95747914
-1.0,-0.20315
1.0,-1.0836607
1.0,-0.98634437
1.0,-0.97036763
1.0,-1.0377255
1.0,-0.25379795
-1.0,-0.24065686
-1.0,-0.73778204
1.0,-0.045379612
1.0,0.10293843
-1.0,0.98044283
1.0,-0.95039368
1.0,-1.5496539
1.0,-0.48660527
1.0,-0.19201068
1.0,-0.038178995
1.0,0.10773265
1.0,-1.4271607
1.0,-0.78642218
-1.0,-0.40919926
1.0,-1.4324463
1.0,1.1629004
1.0,0.86633947
-1.0,-0.7475503
1.0,-0.43715843
1.0,-1.2105237
1.0,-1.5379939
1.0,-0.58460977
1.0,0.18770346
1.0,-0.62415835
1.0,-0.40153496
-1.0,0.3854514
-1.0,-0.32761707
1.0,0.064371833
-1.0,-1.1358488
1.0,-0.75068615
1.0,-0.37107016
1.0,-0.24481936
-1.0,-0.53710263
1.0,-0.10419417
1.0,-0.82666975
1.0,0.32897758
-1.0,-1.4537153
1.0,-0.58536297
1.0,-0.67053387
-1.0,-1.335972
-1.0,-0.3546073
1.0,-0.40617803
1.0,-0.093164269
1.0,-0.82865443
1.0,-1.0875582
-1.0,0.79671457
1.0,-1.7268096
1.0,-0.97489164
-1.0,-1.3308949
-1.0,-0.44829002
1.0,-0.22715769
1.0,-0.23485965
-1.0,-1.2607931
-1.0,-1.3539694
1.0,-0.44497595
-1.0,-1.6287241
-1.0,-0.94018903
1.0,-1.2466677
1.0,1.0998921
1.0,-1.4197091
1.0,-0.84939369
1.0,1.6538127
1.0,-1.4892067
1.0,-0.22789824
-1.0,-0.24697534
-1.0,0.12858035
1.0,0.20384969
1.0,-1.0088089
1.0,-0.97816092
1.0,-1.1508263
1.0,0.53334732
-1.0,-1.3404748
1.0,0.17517381
1.0,-1.1590732
1.0,-0.80801179
1.0,-0.1611414
1.0,0.7774621
1.0,-0.42412695
1.0,-0.07095065
1.0,0.3067153
1.0,-0.58157493
-1.0,-0.92826062
-1.0,-1.1756205
1.0,-1.3296723
1.0,-0.6596569
1.0,-0.11953269
1.0,1.0331201
1.0,-1.466141
-1.0,-1.6086568
-1.0,0.94057069
1.0,-0.37414514
1.0,0.46269409
-1.0,-0.92260142
1.0,-0.14573623
1.0,0.48473105
-1.0,-0.7425192
1.0,-0.52923827
1.0,-1.4123417
1.0,0.40758043
1.0,-0.68075883
1.0,-0.64016516
1.0,0.5331195
1.0,-0.6381774
1.0,-0.009197719
-1.0,0.53509303
1.0,-1.0210349
1.0,-0.68665452
1.0,-0.69731491
1.0,0.025009968
-1.0,-0.37882299
1.0,-0.29143644
1.0,-1.0513519
1.0,-0.28233273
-1.0,-0.39672102
1.0,-1.2414539
-1.0,-1.8547522
1.0,-1.127659
-1.0,-1.1055815
1.0,-0.22972762
1.0,-0.95189133
1.0,-0.10568296
1.0,0.5372569
1.0,-0.09410646
1.0,-0.43661448
1.0,-0.53913153
-1.0,-0.13494072
1.0,-0.089478865
1.0,-1.0265853
1.0,-0.96306108
1.0,-1.2463406
1.0,0.8823763
1.0,-0.64297773
1.0,1.143258
1.0,-0.90786452
1.0,1.0733058
1.0,1.1018923
1.0,-0.1475229
-1.0,-0.36239991
-1.0,0.44237522
-1.0,-1.1181496
1.0,0.11705433
-1.0,-0.84854079
1.0,0.35612679
-1.0,0.50136444
1.0,-0.54448765
1.0,0.60237104
-1.0,-1.0389772
1.0,-0.96810703
1.0,-0.71859779
1.0,-0.15098421
1.0,-0.79566493
1.0,-0.96434381
1.0,-0.27172778
-1.0,-0.63886122
1.0,-0.5563282
-1.0,-0.28345423
-1.0,-0.31748639
-1.0,0.89805479
1.0,-0.039532175
1.0,-0.4291838
1.0,-0.24135535
1.0,-0.83068529
-1.0,-0.27242611
-1.0,0.57254691
-1.0,1.07318
1.0,0.076694483
1.0,-0.70740738
1.0,-0.91876187
-1.0,0.19703806
1.0,-0.56418707
1.0,-0.39789139
-1.0,0.38543079
1.0,0.41723087
1.0,-1.1171466
1.0,0.072580568
1.0,0.41977584
-1.0,1.0009581
1.0,-0.42637821
1.0,-1.0012784
-1.0,-0.32814321
1.0,-0.38993367
1.0,0.95147979
1.0,-1.476646
1.0,-0.81105474
-1.0,0.70181452
1.0,-1.444415
1.0,-0.15202081
1.0,-1.2144705
1.0,-0.44405822
-1.0,0.016253768
1.0,1.2559551
1.0,0.76087391
-1.0,-0.60392138
1.0,-1.2845246
1.0,1.2748256
1.0,-1.1096342
1.0,-1.4460673
1.0,0.39443939
-1.0,-0.56481581
-1.0,-1.2719564
1.0,-0.69560754
-1.0,-0.96259508
-1.0,-3.9187135
1.0,-0.56643404
1.0,-1.3134269
1.0,-1.0964378
1.0,-0.13849726
1.0,-0.034088272
-1.0,-0.2014178
-1.0,-1.3409418
1.0,0.68172771
1.0,-0.40097982
1.0,0.34411792
1.0,-0.6341072
1.0,1.0246199
1.0,-0.43708071
1.0,-1.5030845
1.0,-0.88688502
1.0,-1.158841
1.0,-0.29919056
1.0,1.6479589
1.0,-0.59048463
-1.0,0.66514429
1.0,0.34700511
1.0,-0.74127259
1.0,-1.2044392
1.0,-0.28184291
1.0,-0.2724463
1.0,-0.9925544
-1.0,-0.068209648
1.0,-0.34960677
1.0,-0.56774726
1.0,0.28064638
1.0,0.8931616
-1.0,-0.22024883
1.0,1.27703
-1.0,1.0213726
-1.0,-1.9630212
1.0,1.3141453
1.0,-0.5276595
-1.0,-1.4338318
1.0,-0.29751232
1.0,-0.81828128
1.0,0.24930785
-1.0,-1.1239716
1.0,0.71763201
1.0,-0.2263175
1.0,-0.45159616
-1.0,-0.20587368
-1.0,-1.1508206
1.0,0.054578191
1.0,-1.4517133
1.0,-0.013900887
1.0,-0.19530082
-1.0,0.28291893
1.0,-0.19838858
-1.0,-1.2552764
-1.0,-1.2807762
1.0,0.072005482
1.0,-0.18031815
-1.0,-0.43473849
-1.0,-0.044245417
-1.0,0.35694405
1.0,0.84749248
-1.0,1.003826
1.0,-1.1100493
1.0,-0.52023821
1.0,0.44747154
1.0,-0.38335716
1.0,0.20968515
1.0,-1.4104285
1.0,0.081884071
1.0,-1.3242799
1.0,-0.9258845
1.0,0.76505968
1.0,0.78064665
1.0,-0.36776129
-1.0,-1.1263713
1.0,-0.86717763
-1.0,-1.0020386
1.0,-0.9135485
1.0,-1.3453279
1.0,-1.2958565
-1.0,-0.34847733
-1.0,0.51324575
1.0,-0.55807778
1.0,-0.86580196
1.0,-0.64629233
-1.0,-1.0463048
1.0,-0.71636117
1.0,-1.4074702
1.0,-0.33071606
1.0,-1.0362479
1.0,1.0345347
1.0,-0.68853181
1.0,0.34584001
1.0,-0.72347005
1.0,-1.0477623
-1.0,0.10238403
1.0,0.98001083
1.0,-0.29793135
1.0,0.81891395
-1.0,-1.1617848
-1.0,-0.15212184
-1.0,-0.31356267
1.0,-0.86832231
-1.0,-0.17346958
1.0,-0.98034475
1.0,0.3476341
-1.0,-1.567427
1.0,-0.98543386
1.0,0.51240929
1.0,-0.94052252
-1.0,-0.8030494
1.0,-0.23648801
1.0,-0.030330968
1.0,-0.51616177
1.0,-0.24935271
1.0,-0.93100319
-1.0,-0.85558305
1.0,-0.94116702
1.0,0.63779742
1.0,1.0349979
-1.0,-0.46926776
1.0,1.3232625
1.0,-0.6902655
1.0,-0.029493612
-1.0,-0.2616935
1.0,1.1052285
1.0,0.33655257
-1.0,0.035732728
1.0,0.023155668
1.0,-0.53165184
-1.0,-1.4486242
1.0,0.090135327
-1.0,-0.49970167
1.0,0.45800389
1.0,-1.438402
1.0,0.073155727
-1.0,0.34276456
1.0,-0.77175342
1.0,0.94244843
1.0,-0.87579169
1.0,-1.318667
1.0,-0.74247551
1.0,-0.20317298
1.0,0.25985104
1.0,0.3517421
1.0,-0.53417211
-1.0,-0.22635635
1.0,-0.97287005
-1.0,0.13118789
1.0,-0.58840714
-1.0,-0.47340459
1.0,0.11564835
1.0,-1.029186
-1.0,0.04178244
1.0,0.45742602
1.0,-0.78826306
1.0,-0.03141952
1.0,1.8067318
1.0,-0.32754538
-1.0,0.44009829
1.0,-0.45504622
1.0,-0.60652759
-1.0,-0.54709708
1.0,1.2700435
-1.0,0.73851037
-1.0,1.8710597
1.0,-0.73995085
-1.0,-1.2677202
1.0,-0.75042828
-1.0,-0.96825174
1.0,-0.76165109
1.0,-0.44481643
1.0,-0.39618099
1.0,0.66018968
1.0,-1.0244291
-1.0,-0.9103423
-1.0,1.1292512
-1.0,-0.14698828
1.0,-0.20720815
-1.0,-0.63529094
-1.0,-0.3679783
-1.0,0.75842578
1.0,-0.53998027
1.0,-1.1498282
1.0,0.10442115
1.0,-0.74035471
1.0,-0.048761066
1.0,-0.4271334
1.0,-0.98948324
1.0,-0.033338477
1.0,-0.77494601
-1.0,-0.90016719
-1.0,-0.74637208
1.0,0.45324861
1.0,0.75161293
1.0,-1.4711476
-1.0,0.27368685
-1.0,1.0853804
-1.0,-0.3790964
-1.0,-0.89257905
1.0,-0.8539323
-1.0,0.2913933
1.0,0.56113357
1.0,-0.091028637
1.0,-0.86547971
1.0,0.08277257
1.0,-0.25712787
1.0,-0.27915556
1.0,0.20442389
1.0,-0.96217407
1.0,-1.1736473
1.0,0.57904271
1.0,-0.6556425
-1.0,-1.1715219
1.0,-0.44581949
1.0,0.31318631
1.0,-1.4675523
1.0,0.7834514
1.0,0.096121735
1.0,-0.82021838
1.0,-0.63180935
-1.0,-0.086928069
1.0,-0.55947342
-1.0,-1.301769
-1.0,-0.43820123
1.0,-1.4255803
1.0,-0.1860161
1.0,-0.99829971
1.0,-1.3266651
-1.0,0.20400079
1.0,-1.5036494
1.0,-0.60912819
-1.0,-0.54164422
-1.0,0.44917526
1.0,0.58714414
-1.0,-1.2774488
1.0,0.90567602
1.0,0.13246142
1.0,-0.71105846
1.0,-1.1313388
1.0,0.9100477
1.0,1.5381544
1.0,0.38160747
1.0,-1.1952349
1.0,-1.5526204
1.0,-0.72008168
1.0,-0.5864053
-1.0,0.51522122
1.0,-1.6799756
-1.0,0.20891982
1.0,-1.0583877
1.0,-1.0650264
1.0,-0.36899906
-1.0,-0.6855019
-1.0,-0.065453322
1.0,-0.85892174
1.0,0.58771957
-1.0,-0.81730424
-1.0,1.1209204
1.0,-1.726665
1.0,0.62942675
1.0,-0.11079069
-1.0,-0.99431183
-1.0,-1.2628245
-1.0,-0.12228363
1.0,-0.40517842
1.0,-0.71271435
-1.0,-0.93680867
1.0,-1.1471719
1.0,-1.0874045
1.0,-1.1456355
-1.0,-0.99642902
1.0,-0.93057282
1.0,0.084960949
-1.0,0.078767514
-1.0,0.92627615
1.0,-1.0753302
1.0,-1.6579592
-1.0,-1.185028
1.0,-0.89668492
1.0,-1.2891572
1.0,0.12295375
1.0,-1.1347243
-1.0,0.040582196
1.0,0.44984053
1.0,-0.729521
-1.0,1.2573578
1.0,-0.13743404
1.0,0.86831667
-1.0,-0.42300077
1.0,0.067944063
-1.0,0.57475571
1.0,-0.35163314
1.0,-0.90681802
1.0,0.11390621
1.0,-0.48162475
1.0,-0.26362987
1.0,1.3036778
-1.0,-0.67842201
1.0,-1.0043989
1.0,-1.3394605
1.0,-0.86484426
1.0,-1.1282173
-1.0,-0.33288141
1.0,-0.56546153
1.0,-0.1781576
1.0,0.47736311
1.0,-0.6550427
1.0,-0.36122415
-1.0,-0.055889783
-1.0,-1.5616235
1.0,0.92225757
1.0,0.053966433
-1.0,0.20971866
1.0,-0.071154788
1.0,-0.42815118
-1.0,-0.58292483
1.0,-0.83040306
-1.0,0.58023877
1.0,-0.57514636
1.0,-0.39817536
1.0,0.4794353
-1.0,-1.4640757
1.0,-1.0406623
1.0,-0.43092987
1.0,-1.0088227
-1.0,-0.68404819
1.0,0.13752267
1.0,-0.1646118
1.0,-0.22302973
1.0,-0.14017959
1.0,-0.70303778
1.0,-1.1254809
-1.0,-0.17259823
1.0,-1.1594917
1.0,-0.19204208
1.0,1.147257
-1.0,-1.1027846
1.0,-0.20975711
-1.0,0.64020931
-1.0,-0.33629929
1.0,-0.35228548
-1.0,-1.036378
1.0,-0.31250124
-1.0,-0.82229454
1.0,-0.67608859
1.0,-0.55909684
1.0,-0.33691385
1.0,-0.67584038
-1.0,-0.93484116
1.0,-0.14963431
1.0,-0.52354949
-1.0,0.36572802
1.0,-2.0024894
-1.0,1.2333939
1.0,-0.081691183
-1.0,0.77059371
1.0,-1.1211783
1.0,-0.26111055
-1.0,-0.12615223
-1.0,0.9575495
1.0,0.38783035
1.0,-0.015572721
-1.0,0.45921497
1.0,0.45075127
1.0,-0.27783615
1.0,-0.8719934
1.0,-0.11797274
-1.0,0.59657786
-1.0,-1.3007606
-1.0,0.46732461
-1.0,-1.1080006
1.0,-1.1929536
1.0,-0.20419258
-1.0,-1.3883781
-1.0,-0.73358764
-1.0,-0.99985618
1.0,-0.42384983
1.0,-0.5960642
-1.0,-0.96826764
-1.0,-0.97234638
-1.0,-0.68893766
1.0,0.18574211
1.0,-0.58289676
1.0,-1.5270745
-1.0,-1.0143877
-1.0,-0.8078869
-1.0,-0.14611142
1.0,-1.4715209
1.0,-1.6508318
1.0,-0.40847944
1.0,-0.97090342
-1.0,-1.4408014
1.0,-0.7687028
1.0,-0.77071125
1.0,0.20130536
-1.0,0.71649536
1.0,-0.16221724
-1.0,0.24023781
1.0,0.92507489
1.0,-0.99840957
1.0,-0.85932192
-1.0,-1.1910197
1.0,-1.0942759
-1.0,-0.4346616
1.0,0.0060712188
1.0,-0.19830503
1.0,-1.5717813
1.0,-0.5968507
-1.0,-0.28855606
1.0,-1.1276369
1.0,-0.71120449
1.0,-0.040356848
1.0,0.042969799
1.0,0.033948238
1.0,0.21742401
1.0,-0.19418731
-1.0,-0.4424142
1.0,-0.50708122
1.0,-0.64777231
-1.0,-0.37083093
-1.0,-1.6860942
1.0,-0.27504391
1.0,-1.0373591
1.0,1.3027988
1.0,-1.2912689
1.0,-1.1444134
-1.0,0.30760529
-1.0,-1.8714111
1.0,-0.69667363
-1.0,-0.8173862
-1.0,0.1885999
-1.0,-0.95465375
1.0,-0.62949569
1.0,-0.075424751
-1.0,-1.6322895
1.0,0.40977798
1.0,-1.3949548
1.0,0.38879062
-1.0,-1.1432361
1.0,-0.5563992
1.0,-0.72195794
1.0,-1.6396661
-1.0,-0.51951877
-1.0,0.022764318
1.0,-0.59566876
-1.0,0.34616487
1.0,-0.96133588
1.0,0.31605348
1.0,-0.49483742
