9/1/11,657,869,0.756041427,,,,,,,,,,,,,,3
10/1/11,624,795,0.78490566,,,,,,,,,,,,,,
11/1/11,506,625,0.8096,,,,,,,,,,,,,,
12/1/11,776,917,0.846237732,,,,,,,,,,,,,,
1/1/12,905,1233,0.733982157,,,,,,,,,,,,,,
2/1/12,557,962,0.579002079,,,,,,,,,,,,,,
3/1/12,531,742,0.715633423,,,,,,,,,,,,,,
4/1/12,303,409,0.740831296,,,,,,,,,,,,,,
5/1/12,342,464,0.737068966,,,,,,,,,,,,,,
6/1/12,265,369,0.718157182,,,,,,,,,,,,,,
7/1/12,349,523,0.667304015,,,,,,,,,,,,,,
8/1/12,553,750,0.737333333,,,,,,,,,,,,,,
9/1/12,961,1230,0.781300813,,,,,,,,,,,,,,
10/1/12,924,1187,0.778433024,,,,,,,,,,,,,,
11/1/12,569,799,0.712140175,,,,,,,,,,,,,,
12/1/12,557,759,0.733860343,,,,,,,,,,,,,,
1/1/13,459,669,0.686098655,,,,,,,,,,,,,,
2/1/13,489,702,0.696581197,,,,,,,,,,,,,,
3/1/13,454,618,0.734627832,,,,,,,,,,,,,,
4/1/13,350,499,0.701402806,,,,,,,,,,,,,,
5/1/13,374,565,0.661946903,,,,,,,,,,,,,,
6/1/13,310,511,0.60665362,,,,,,,,,,,,,,
7/1/13,436,651,0.669738863,,,,,,,,,,,,,,
8/1/13,877,1240,0.707258065,,,,,,,,,,,,,,
9/1/13,1309,1650,0.793333333,,,,,,,,,,,,,,
10/1/13,1132,1570,0.721019108,,,,,,,,,,,,,,
11/1/13,898,1319,0.680818802,,,,,,,,,,,,,,
12/1/13,555,761,0.729303548,,,,,,,,,,,,,,
