projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted,is_exciting,at_least_1_teacher_referred_donor,fully_funded,at_least_1_green_donation,great_chat,three_or_more_non_teacher_referred_donors,one_non_teacher_referred_donor_giving_100_plus,donation_from_thoughtful_donor,great_messages_proportion,teacher_referred_count,non_teacher_referred_count
18dc20d43646edab6c7275dddfffbec8,203b4e34b537127df3e5be8cc8461034,bc0ea440b50a312df2e6098a591bef33,2.3087E+11,46.941316,-68.167962,New Sweden,ME,4762,rural,Union School Dist 122,Aroostook,f,f,f,f,f,f,Mr.,f,f,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Supplies,high poverty,Grades 3-5,30,418.46,492.31,71,f,f,12/15/12,f,f,t,t,t,t,t,t,85,0,8
18dc07c987c6aa50bf49026b1407394d,cbef570293397e55aeaded190bdef2f1,6702eae96cee7d1264fc24fe3076a7f0,3.60246E+11,42.667467,-73.790789,Albany,NY,12203,urban,Albany City School District,Albany,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Early Development,Applied Learning,Technology,high poverty,Grades PreK-2,,657.03,801.26,20,f,f,12/5/06,f,f,t,f,f,f,t,f,,0,1
18dc053cdbb4a1897d64210c64eacb03,64c3153b5705da4ecd87c94b9a72bc64,7a1c51a8b0ee0b57da77394e1d22797e,2.20087E+11,30.244518,-92.042219,Scott,LA,70583,suburban,Lafayette Parish Sch District,Lafayette,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Technology,highest poverty,Grades 3-5,30,703.49,827.64,75,f,f,12/15/13,f,,f,,f,,,,,,
18dbdada517ca6f9c252362059246415,c62b46ac74318f6294edb162f3bdc1ef,23c26e196a5d6a78256198cbe1de7037,4.8273E+11,33.043258,-97.057542,Flower Mound,TX,75028,suburban,Lewisville Ind School District,Denton,f,f,f,f,f,f,Ms.,f,f,Foreign Languages,Literacy & Language,College & Career Prep,Applied Learning,Technology,moderate poverty,Grades 3-5,,1255.63,1531.26,100,f,f,10/5/06,f,,f,,f,,,,,,
18dbd44971ba597ccc8a442eed741958,f7f7327e80430ce8c56f5e12306cc02c,84ee0b092ce8cf0c3fe51d419424d885,,38.904652,-77.016342,Washington,DC,20020,,[State run],District Of Columbia,t,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,30,708.44,833.46,110,f,f,10/22/13,f,f,t,t,t,t,t,f,100,0,3
18dbd329491b535ee86c3552aedc51af,8bc54c5ea7b823c1a2eff7c574f1cede,04fe989b38ccd56cf215c78670fc24d1,1.7363E+11,41.525027,-87.751343,Matteson,IL,60443,suburban,Elementary School District 159,Cook,f,f,f,f,f,f,Mrs.,f,f,Character Education,Applied Learning,,,Technology,high poverty,Grades PreK-2,17,308,375.61,11,f,f,4/7/08,f,,f,,f,,,,,,
18dbb2a064696f11395ce10e6f162d96,177e5cbfc73b9dd224f413705b8977cc,5e1100261ee767805d42c1589d9f2e12,3.40987E+11,39.897781,-74.827545,Medford,NJ,8055,suburban,Medford Twp School District,Burlington,f,f,f,f,f,f,Mrs.,t,f,Literacy,Literacy & Language,,,Books,low poverty,Grades PreK-2,30,1018.18,1197.86,25,f,f,10/2/12,f,f,t,t,t,f,t,f,100,0,1
18db91d041df74bf4680a823b715af1f,ae746b8e5d9d29ce4a2a4b815ca7a4b4,5b0859cbca8d638589c10eeecb1e2380,1.70993E+11,41.702473,-87.647713,Chicago,IL,60643,urban,Rock Island Elem Network,Cook,f,t,t,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,17,594,724.39,33,f,f,10/3/08,f,,f,,f,,,,,,
18db692641ba548a4a13f3adc65c5775,5bd28e5cb58a968e2a41de5e8187a295,91ebd358de7ad1facc574a35238f9028,62580009404,33.931133,-117.191694,Moreno Valley,CA,92555,suburban,Moreno Valley Unified Sch Dist,Riverside,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 9-12,30,378.54,445.34,165,f,f,8/26/12,f,f,t,t,f,t,f,f,50,0,16
18db671cd8e8916e502a04e0ca05c77d,bf9bf1ea6138d550c076c2d6f554fd84,d7f5019fe5336213a711616c247e16cb,3.60009E+11,40.875183,-73.86171,Bronx,NY,10467,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades 9-12,17,896,1092.68,120,f,f,1/13/08,f,,f,,f,,,,,,
18db5b918659e63c3b192d19b247f813,cee8b6480b3a662f87b6cd824e4bb31b,8b518d97716c3b00776650ef12d03322,3.60009E+11,40.678551,-73.966339,Brooklyn,NY,11238,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Ms.,f,f,History & Geography,History & Civics,,,Supplies,high poverty,Grades 3-5,30,278.11,327.19,30,f,f,9/15/13,t,t,t,t,t,f,t,f,66,2,2
18db56b65634ebd50df5da34c9dbdae9,5361a77e70583db2ab2c9fc38d16bab1,7ed94c6f7b45cf1d592d701fdb2a4a01,90045000070,41.170125,-73.208586,Bridgeport,CT,6605,urban,Bridgeport City Sch District,Fairfield,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades 6-8,35,336.24,395.58,6,f,f,5/21/12,f,f,t,t,t,t,t,f,75,0,10
18db3ea983e5ef34f9d85b74474d4ab0,9ab12d6619fc05df6dcf40b098645608,e7a1b8ec1a0f99167fb83f7519c1cade,,32.692951,-96.645203,Dallas,TX,75217,urban,Dallas Ind School District,Dallas,t,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,35,145.92,171.67,23,f,f,3/4/11,f,t,t,t,f,t,f,f,58,7,3
18db2560d7e97e5cfb6e7f9591840291,642a12ba626206a84d57a772f8dbaf88,37ec2f1de09a4e820898492f2e422052,1.20087E+11,27.886803,-82.170888,Plant City,FL,33567,suburban,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Technology,high poverty,Grades 9-12,35,858.97,1010.55,135,f,f,4/5/11,f,t,t,t,f,t,f,f,44,1,46
18db22db937a10f4fc3707fe87e1fbb4,301d050ae074e7d2b95f57d6f174206c,a1af71a2e2eaaac7294a044384c8d8eb,3.41638E+11,40.76284,-74.032689,Union City,NJ,7087,suburban,Union City School District,Hudson,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,ESL,Literacy & Language,Technology,highest poverty,Grades 6-8,35,541.48,637.04,75,f,f,4/29/12,f,f,t,t,t,f,t,f,100,0,2
18dad1866e773927a677f3524d1ba4f3,706437f570957688ce4c4f8b22a0a8aa,fdb7055b4dff43b62e3548964777f4fd,64128006835,34.049013,-117.852695,Walnut,CA,91789,suburban,Walnut Valley Unified Sch Dist,Los Angeles,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Visual Arts,Music & The Arts,Supplies,moderate poverty,Grades PreK-2,17,452,551.22,20,f,f,3/12/08,f,,f,,f,,,,,,
18dab5c17b02e8918d50164ce0f29e91,edf7d4e5943cf65b22ebd6d5124552f0,afb1e40911a832169a69c602fdc9cf78,3.60408E+11,40.721353,-73.274813,Bay Shore,NY,11706,suburban,Bay Shore Union Free Sch Dist,Suffolk,f,f,f,f,f,f,Mr.,t,f,History & Geography,History & Civics,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,17,591,720.73,25,f,f,10/13/08,f,,f,,f,,,,,,
18da56b73bd474c30ac25527f7a9aa00,1d34d058faeacab839b50681ee297c8b,76bd21f802e99f76264c5ced96528258,4.90003E+11,40.390144,-111.840864,Lehi,UT,84043,rural,Alpine School District,Utah,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Books,moderate poverty,Grades 9-12,35,628.78,739.74,90,f,f,3/4/11,f,,f,,f,,,,,,
18da4c47d648d408be6f43a1c282ee55,0c68b0c1a9192b2de57862db5be83ac6,f6348449a5bb421215569ea5a0d6c66d,1.80477E+11,39.807045,-86.09774,Indianapolis,IN,46218,urban,Indianapolis Public Sch Dist,Marion,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,,377.2,460,30,f,f,9/4/06,f,f,t,t,f,t,t,f,,0,4
18da2e1b893e200a11a17e35443c1a48,8d9c91a3c9d7ce863caf2cf5fa8c158d,00079011fea3d16aa2d3a4025aae6db6,63384005280,38.526993,-121.51577,Sacramento,CA,95822,urban,Sacramento City Unif Sch Dist,Sacramento,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,,,Trips,highest poverty,Grades 6-8,30,1704.75,2005.59,43,f,f,2/21/13,f,t,t,t,f,t,t,f,5,8,4
18d9e9a751694fd65a306d38c4047fa0,240a10f7bb235f8609e964b80eb5ce3e,b6c9148d510282da154354aea54bb848,5.30354E+11,47.510191,-122.317671,Seattle,WA,98168,suburban,Highline School District 401,King,f,f,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,Health & Life Science,Math & Science,Supplies,highest poverty,Grades 6-8,35,178.82,210.38,33,f,f,10/25/10,t,t,t,t,t,t,f,f,71,1,7
18d9a5aee2cd57b50f47f24cd04f8c76,1e5e3a439e7b91852ed275ae3a1e963d,663968085cb792148c54dec57154d0b7,62271002856,33.977495,-118.275222,Los Angeles,CA,90003,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,t,f,f,f,Mr.,f,f,History & Geography,History & Civics,Civics & Government,History & Civics,Supplies,high poverty,Grades 6-8,35,426.49,501.75,112,t,f,1/30/12,f,f,t,t,t,t,t,f,64,0,15
18d9933e9ee79e3e2444bec058ec2d11,8cd2fb5798dcf23451c0a2b3b9c10f25,144fbc8365b8a1b40dfeb1f7cee05abc,2.92928E+11,38.589475,-90.264176,Saint Louis,MO,63116,urban,St Louis City Public Sch Dist,St Louis City,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,17,677,825.61,24,f,f,3/21/09,f,f,t,t,t,t,t,f,100,0,7
18d99258a689ed314a4f4b0385883e94,d1e0d84e92c36f2ad4b989e1b3e1106e,58dab1f2e8778931d05cbf277d691301,3.70297E+11,35.216339,-80.686729,Charlotte,NC,28215,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 3-5,,156.82,191.24,22,f,f,6/22/04,f,f,t,t,f,f,t,f,,0,1
18d954bd4443432f84d6713800345061,53c341b88387e129f0cd5cea05d34a5e,39b7af2a5ce8327e8bed60605c2b1075,64248006954,33.946154,-118.082953,Santa Fe Spgs,CA,90670,suburban,Whittier Union High Sch Dist,Los Angeles,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,30,326.28,383.86,400,f,f,6/16/13,f,f,f,t,t,t,f,f,66,0,4
18d950b91ba52b8d460ceb2d4bad5572,e89cd7a716f0d2056f257a9e7045985b,f96cdaa54630a01d3c4481170e651424,4.5039E+11,35.05287,-80.917615,Fort Mill,SC,29715,rural,Fort Mill School District 4,York,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Other,moderate poverty,Grades PreK-2,9,220.93,269.43,23,f,f,3/4/10,f,f,f,t,t,f,f,f,100,0,2
18d943908cf7d092fec2e611917ad75f,e301bd50d9911ec026b9a5a956ff2238,212357c91e4f9db903e37691b80f1e46,3.60015E+11,40.615929,-73.912835,Brooklyn,NY,11234,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Mrs.,f,f,Health & Wellness,Health & Sports,Music,Music & The Arts,Technology,high poverty,Grades 3-5,35,300.74,353.81,650,f,f,12/9/11,f,f,t,f,f,f,t,f,0,0,1
18d9427f4404d8b077f786066fce3506,28e1192ff0c14500264783fee0ca3dc8,7927898fad6e47c86ad3c215c91f37fc,62271002980,34.089754,-118.177313,Los Angeles,CA,90032,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades 3-5,35,642.03,755.33,30,f,f,2/4/12,f,,f,,f,,,,,,
18d92cef29431be96ca4aecf35c9f4a4,36a09c6548fcd49c13270544932332b1,465a42cb9587f1008abeb32df323f0fa,3.6001E+11,40.696854,-73.910872,Brooklyn,NY,11237,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Ms.,f,f,Performing Arts,Music & The Arts,,,Technology,highest poverty,Grades 9-12,9,615.97,751.18,20,f,f,4/25/10,f,f,t,t,f,f,t,f,0,0,1
18d92b66782e427735ed2bca4d1bbc9e,7dab9119ca8444d9c2e72ba36c19eaaf,3834b506c0aaac7905626f127d705f05,5.5096E+11,43.019627,-87.951988,Milwaukee,WI,53215,urban,Milwaukee Public Schools,Milwaukee,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 3-5,30,497.29,585.05,30,f,f,3/31/13,t,t,t,t,t,t,f,t,77,3,67
18d9296a886194764d3fc60e90456b38,2b2b9416b1964030b3d21398cb611521,4ad46144e08a3440e9812a7d94727c6f,5.40075E+11,39.918233,-80.744976,Moundsville,WV,26041,suburban,Marshall Co School District,Marshall,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,35,183.99,216.46,345,f,f,12/12/10,f,f,t,t,t,t,f,f,80,0,5
18d9281e1b0d86f6327836277c943788,77d53b686002b2a319b6f84b32a2a2c7,d1808fdb5e9dec1317c4cb69ee6deaa1,1.712E+11,41.93856,-88.739392,Dekalb,IL,60115,suburban,Dekalb Cmty Unit SD 428,De Kalb,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,17,205,250,22,f,f,8/26/08,f,,f,,f,,,,,,
18d919e3f5398deae6bccc794cbab908,12274fae7f2162f905ca8cd3510420b4,954d195f8cec798ecbbee6d8f7169e17,4.02277E+11,35.49119,-97.521229,Oklahoma City,OK,73103,urban,Oklahoma City School Dist,Oklahoma,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades PreK-2,9,195.11,237.94,50,f,f,9/1/09,f,f,t,f,f,f,t,f,0,0,1
18d8f4cb6a63420c8f7968577dc6a7cb,a32970754c99d24a7dad3ee2e36051bc,3abbf3c415df1360f8b03e4fd4e92687,2.90843E+11,36.921936,-93.0588,Chadwick,MO,65629,rural,Chadwick School District R1,Christian,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,high poverty,Grades 6-8,30,447.35,526.29,65,f,f,5/11/13,f,,f,,f,,,,,,
18d8b0d7ac125c6044c2948d7a01599b,26570f93d786d0257246920e31b8eebc,8a12aefa23e1c9308f43792f2eecd845,1.30129E+11,33.891056,-84.535138,Smyrna,GA,30080,suburban,Cobb Co School District,Cobb,f,f,f,f,f,f,Mrs.,t,f,Gym & Fitness,Health & Sports,Extracurricular,Applied Learning,Supplies,highest poverty,Grades 3-5,9,123.63,150.77,60,f,t,2/24/10,f,f,t,t,f,t,f,f,33,0,4
18d86c4ffb77aba7e5ac8f1f99b40f38,d933db337e686579a340594166d29182,eb6b0fd10e842569cd73b8227deb8c63,1.80477E+11,39.84581,-86.12661,Indianapolis,IN,46205,urban,Indianapolis Public Sch Dist,Marion,f,t,f,f,f,f,Mrs.,f,f,Gym & Fitness,Health & Sports,,,Supplies,high poverty,Grades 6-8,30,477.92,562.26,500,t,f,3/7/13,f,f,t,t,t,t,t,f,100,0,5
18d8662db095de3fa604e6c115a1f15d,f63db59ca695c128eeede85c8ab91f4b,01bf75cc9f1caa2e45064fb5c46ba6e1,2.50279E+11,42.286392,-71.107819,Roslindale,MA,2131,urban,Boston Public School District,Suffolk,f,f,f,f,f,f,Mrs.,f,f,Sports,Health & Sports,Gym & Fitness,Health & Sports,Supplies,high poverty,Grades 3-5,35,324.68,381.98,285,t,f,4/18/11,f,t,f,t,f,f,f,f,50,1,1
18d83572234ba4ebaa81baa816989bb3,597287dc57088e47e99c42b30a56aa02,e9a9953859b9d62c9792b6c7f013198f,2.10372E+11,37.745168,-84.29664,Richmond,KY,40475,,Madison Co School District,Madison,f,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,,,Technology,high poverty,Grades 6-8,30,478.44,562.87,150,f,f,8/11/13,f,f,f,f,f,f,f,f,,0,1
18d82f079042eeb4f5870c8fea43c594,1bd857d17e05d1af93d9b425651a0d53,5a3338afb024adc64308025f1b5274d0,62547003803,34.015319,-118.122997,Montebello,CA,90640,urban,Montebello Unified School Dist,Los Angeles,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 9-12,30,618.66,727.84,180,f,f,4/27/13,f,,f,,f,,,,,,
18d813889205fa13a662927e6b362bfc,130ede63e5eb70cb057924006c4bae41,125d69af1f487039f5af3aac47ee1cd0,3.90502E+11,41.253132,-80.875313,Leavittsburg,OH,44430,suburban,Labrae Local School District,Trumbull,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades 3-5,35,310.86,365.72,23,f,f,12/8/11,f,t,t,t,f,t,t,f,57,1,3
18d7f44cbbba30423d9d733840c8d81b,b4450e6ae7d35e38305cae22f1c08e36,73453415411be146a0bbbeb9ee397c33,62271003347,34.252296,-118.432533,Pacoima,CA,91331,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,t,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,35,236.07,277.73,24,f,f,2/5/12,f,t,t,t,f,f,t,f,42,4,2
18d7e0d5ad8d10c47a162080194450ac,7650e1c933e268eff6efdbef336372ec,7aad15250b6a4fc53680674b632a5eb9,5.30771E+11,47.599143,-122.30401,Seattle,WA,98144,urban,Seattle School District 1,King,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Supplies,high poverty,Grades 6-8,30,510.3,600.35,144,f,f,10/21/12,f,,f,,f,,,,,,
18d7a37d0c380198ebfdce6d603505ed,31a430067f4807e82ee85aa3b78d7c80,73fd97215fea4d3871385f6fd5dfb9f1,62271003174,34.254639,-118.495697,North Hills,CA,91343,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,f,f,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,35,489.59,575.99,24,f,f,1/31/12,f,t,t,t,f,t,t,f,14,2,3
18d796d4978b47d99f148fea7403c969,730bd2a813ddbc4c28c5070fde3587fa,3670c183eabc2c3829f7ee81d4994104,,41.191303,-85.19588,Fort Wayne,IN,46818,rural,Northwest Allen Co Sch Dist,Allen,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,moderate poverty,Grades 9-12,30,296.34,348.64,500,f,f,4/12/13,f,f,f,t,t,f,f,f,100,0,1
18d78ec90cbfaacc37a4ac5ca3cdb734,0db547c5e02b100462b89c1fefdfa4af,22a8e905014ee0bb9d10760912201060,3.20006E+11,36.104019,-115.066483,Las Vegas,NV,89121,urban,Clark Co School District,Clark,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,35,503.85,592.76,30,t,f,10/30/10,f,t,t,t,f,f,t,f,33,1,2
18d78c32b7aa5b097403c7bcf5e6fc12,e66467461ecf73d9a602cf3c47456ca6,c2c1abb3f484082671decdb9e6d05c4a,1.30033E+11,34.327359,-84.756649,Rydal,GA,30171,rural,Bartow Co School District,Bartow,t,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Applied Sciences,Math & Science,Supplies,high poverty,Grades 3-5,9,168.92,206,400,f,f,11/23/09,f,f,t,t,f,t,f,f,0,0,5
18d77c477b3243c259dbc6e01b002e05,12a5adadd1770571bbc9fd7b31da3ccb,b534aaba92a307c665bc9edc20481a3b,61392001585,34.11651,-117.418248,Fontana,CA,92336,suburban,Fontana Unif School District,San Bernardino,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 6-8,30,730.61,859.54,52,f,f,7/29/13,f,t,t,t,f,t,t,f,57,2,7
18d73a7cd52c84b39cd5f8323132e431,adc71a7d78b13d0e4d59e37df6577abf,5d1027101611e01e0b14f67c48377673,2.20159E+11,30.130028,-91.827067,St Martinvlle,LA,70582,rural,St Martin Parish School Dist,St Martin,f,f,f,f,f,f,Mrs.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades 3-5,35,457.64,538.4,30,f,f,5/23/11,f,f,t,t,t,f,t,t,100,0,1
18d7347e4aa5e0c7823a44bf907162d3,f3be80a9aff9a8c397c24ae4d21f3c1e,5de128471aef018edbef7d583ce06937,3.6001E+11,40.740456,-73.918762,Woodside,NY,11377,urban,New York City Dept Of Ed,Queens,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 6-8,35,419.56,493.6,120,f,f,11/10/11,f,,f,,f,,,,,,
